지방청,관서,발생건수(2018년)
경북,예천경찰서,833 
경북,성주경찰서,1308 
경북,청송경찰서,579 
경북,영양경찰서,327 
경북,군위경찰서,477 
경북,고령경찰서,780 
경북,울릉경찰서,181 
경남,경남지방경찰청,-
경남,창원중부경찰서,7516 
경남,창원서부경찰서,6008 
경남,마산중부경찰서,4384 
경남,마산동부경찰서,5428 
경남,진주경찰서,9036 
경남,김해중부경찰서,10404 
경남,김해서부경찰서,6573 
경남,거제경찰서,7263 
경남,양산경찰서,8677 
경남,진해경찰서,4074 
경남,통영경찰서,4457 
경남,사천경찰서,2924 
경남,밀양경찰서,2791 
경남,거창경찰서,1306 
경남,합천경찰서,927 
경남,창녕경찰서,1470 
경남,고성경찰서,1509 
경남,하동경찰서,909 
경남,남해경찰서,766 
경남,함양경찰서,880 
경남,산청경찰서,685 
경남,함안경찰서,1663 
경남,의령경찰서,617 
제주,제주지방경찰청,-
제주,제주동부경찰서,10861 
제주,제주서부경찰서,9372 
제주,제주서귀포경찰서,7194 
