지방청,관서,발생건수(2015년)
경북,경북의성경찰서,1217 
경북,경북청도경찰서,1165 
경북,경북영덕경찰서,1250 
경북,경북울진경찰서,1343 
경북,경북봉화경찰서,701 
경북,경북예천경찰서,824 
경북,경북성주경찰서,1483 
경북,경북청송경찰서,695 
경북,경북영양경찰서,408 
경북,경북군위경찰서,515 
경북,경북고령경찰서,1011 
경북,경북울릉경찰서,254 
경남,경남창원중부경찰서,9750 
경남,경남창원서부경찰서,7367 
경남,경남마산중부경찰서,6583 
경남,경남마산동부경찰서,7495 
경남,경남진주경찰서,10691 
경남,경남김해중부경찰서,13670 
경남,경남김해서부경찰서,7638 
경남,경남거제경찰서,11078 
경남,경남양산경찰서,9659 
경남,경남진해경찰서,6110 
경남,경남통영경찰서,6692 
경남,경남사천경찰서,5006 
경남,경남밀양경찰서,3369 
경남,경남거창경찰서,1735 
경남,경남합천경찰서,1057 
경남,경남창녕경찰서,1918 
경남,경남고성경찰서,2016 
경남,경남하동경찰서,1310 
경남,경남남해경찰서,1061 
경남,경남함양경찰서,848 
경남,경남산청경찰서,831 
경남,경남함안경찰서,2231 
경남,경남의령경찰서,728 
제주,제주동부경찰서,14477 
제주,제주서부경찰서,11356 
제주,제주서귀포경찰서,7986 
