안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,위도,경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치년도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
방범-66,1,99,도로명 주소 참조,서울특별시 동작구 남부순환로255라길 4,,37.477351,126.9704324,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-67,1,99,도로명 주소 참조,서울특별시 동작구 사당로20다길 15,,37.4805795,126.9736302,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-68,1,99,도로명 주소 참조,서울특별시 동작구 노량진로14길 29,,37.512362,126.9426658,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-69,1,99,도로명 주소 참조,서울특별시 동작구 노량진로30길 55,,37.5110387,126.956854,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-70,1,99,도로명 주소 참조,서울특별시 동작구 상도로47길 8,,37.499693,126.9515322,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-71,1,99,도로명 주소 참조,서울특별시 동작구 매봉로 37,,37.5067812,126.950991,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-72,1,99,도로명 주소 참조,서울특별시 동작구 상도로 119,,37.501462,126.933125,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-73,1,99,도로명 주소 참조,서울특별시 동작구 양녕로28길 8,,37.498969,126.9444648,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-74,1,99,도로명 주소 참조,서울특별시 동작구 성대로17길 78,,37.5004594,126.9344692,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-75,1,99,도로명 주소 참조,서울특별시 동작구 현충로22길 52,,37.504835,126.9713188,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-76,1,99,도로명 주소 참조,서울특별시 동작구 서달로14길 11,,37.5081094,126.9638542,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-77,1,99,도로명 주소 참조,서울특별시 동작구 동작대로35길 71,,37.4924135,126.9790059,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-78,1,99,도로명 주소 참조,서울특별시 동작구 사당로27길 86,,37.4870475,126.9756347,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2012,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-79,1,99,도로명 주소 참조,서울특별시 동작구 사당로13길 50,,37.4862144,126.9716331,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-80,1,99,도로명 주소 참조,서울특별시 동작구 사당로20사길 29,,37.4792342,126.9728051,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-81,1,99,도로명 주소 참조,서울특별시 동작구 사당로2아길 2,,37.490168,126.964579,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2015,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-82,1,99,도로명 주소 참조,서울특별시 동작구 사당로 170,,37.4865937,126.9677076,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-83,1,99,도로명 주소 참조,서울특별시 동작구 대방동길 30,,37.5021928,126.927893,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-84,1,99,도로명 주소 참조,서울특별시 동작구 등용로8가길 2,,37.5068467,126.9334465,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-85,1,99,도로명 주소 참조,서울특별시 동작구 신대방1길 126,,37.4853705,126.904984,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-86,1,99,도로명 주소 참조,서울특별시 동작구 보라매로7가길 14,,37.4939787,126.9258662,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-87,1,99,도로명 주소 참조,서울특별시 동작구 국사봉2나길 19,,37.496934,126.9296527,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-88,1,99,도로명 주소 참조,서울특별시 동작구 여의대방로10길 100,,37.4918393,126.914575,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2011,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-89,1,99,도로명 주소 참조,서울특별시 동작구 신대방2길 1,,37.4878141,126.912608,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-90,1,99,도로명 주소 참조,서울특별시 동작구 보라매로11길 14,,37.4956004,126.9264435,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2011,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-91,1,99,도로명 주소 참조,서울특별시 동작구 상도로 38길 52,,37.5008935,126.9485186,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2011,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-92,1,99,도로명 주소 참조,서울특별시 동작구 국사봉16길 4,,37.4944804,126.932779,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2011,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-93,1,99,도로명 주소 참조,서울특별시 동작구 상도4동 279-477 주변,,37.496504,126.938819,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2011,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-94,1,99,도로명 주소 참조,서울특별시 동작구 양녕로22바길 66,,37.4977427,126.9472294,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-95,1,99,도로명 주소 참조,서울특별시 동작구 서달로6길 93,,37.5003619,126.962356,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2011,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-96,1,99,도로명 주소 참조,서울특별시 동작구 등용로10나길 13,,37.5098727,126.9343852,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-97,1,99,도로명 주소 참조,서울특별시 동작구 사당로2다길 84,,37.489607,126.9628482,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-98,1,99,도로명 주소 참조,서울특별시 동작구 노량진로26길 31,,37.511247,126.9549338,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-99,1,99,도로명 주소 참조,서울특별시 동작구 흑석로5길 1-2,,37.5066154,126.9568827,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-100,1,99,도로명 주소 참조,서울특별시 동작구 상도로47길 39,,37.5009299,126.952186,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-101,1,99,도로명 주소 참조,서울특별시 동작구 상도로34다길 26,,37.5027741,126.9457066,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-102,1,99,도로명 주소 참조,서울특별시 동작구 성대로37길 44,,37.500733,126.9390019,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2016,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-103,1,99,도로명 주소 참조,서울특별시 동작구 국사봉8길 77,,37.4933843,126.9314611,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-104,1,99,도로명 주소 참조,서울특별시 동작구 국사봉6길 39,,37.4956925,126.9300395,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-105,1,99,도로명 주소 참조,서울특별시 동작구 양녕로25가길 24,,37.499007,126.9422933,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-106,1,99,도로명 주소 참조,서울특별시 동작구 사당로23길 170,,37.4897124,126.9712368,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-107,1,99,도로명 주소 참조,서울특별시 동작구 동작대로35길 120,,37.4927662,126.976701,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-108,1,99,도로명 주소 참조,서울특별시 동작구 동작대로33길 23,,37.4897815,126.9808759,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-109,1,99,도로명 주소 참조,서울특별시 동작구 동작대로7길 80,,37.4778365,126.978261,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-110,1,99,도로명 주소 참조,서울특별시 동작구 사당로16라길 27,,37.4819451,126.969648,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-111,1,99,도로명 주소 참조,서울특별시 동작구 사당로8길 24,,37.484122,126.9687831,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-112,1,99,도로명 주소 참조,서울특별시 동작구 사당로20길 20,,37.4822278,126.975594,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-113,1,99,도로명 주소 참조,서울특별시 동작구 남부순환로271길 14,,37.477371,126.9801061,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-114,1,99,도로명 주소 참조,서울특별시 동작구 신대방16길 10,,37.490057,126.9098145,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-115,1,99,도로명 주소 참조,서울특별시 동작구 여의대방로22자길 1,,37.4970082,126.9244081,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-116,1,99,도로명 주소 참조,서울특별시 동작구 장승배기로20길 4,,37.508377,126.940412,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-117,1,99,도로명 주소 참조,서울특별시 동작구 장승배기로19길 42,,37.5081747,126.9376397,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-118,1,99,도로명 주소 참조,서울특별시 동작구 장승배기로19길 42,,37.5081747,126.9376397,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-119,1,99,도로명 주소 참조,서울특별시 동작구 동작대로25길 48,,37.485208,126.9798858,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-120,1,99,도로명 주소 참조,서울특별시 동작구 남부순환로267나길 14,,37.4782727,126.977286,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-121,1,99,도로명 주소 참조,서울특별시 동작구 사당로16자길 27,,37.4798966,126.9703301,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2017,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-122,1,99,도로명 주소 참조,서울특별시 동작구 상도로60가길 13,,37.4932826,126.9543361,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-123,1,99,도로명 주소 참조,서울특별시 동작구 양녕로25마길 20,,37.498074,126.941218,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2018,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-124,1,99,도로명 주소 참조,서울특별시 동작구 신대방길 19,,37.487844,126.9115111,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
방범-125,1,99,도로명 주소 참조,서울특별시 동작구 노량진로6라길 1,,37.5087591,126.9357889,3,N,N,N,CCTV 관제센터와 양방향 통화기능,2010,2019-05-24,Y,동작구청,02-820-2906,2019-06-21
