안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,위도,경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치년도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
11,1,2,정릉천(제기1교 옆),서울특별시 동대문구 제기동 135-126,서울특별시 동대문구 제기동 135-126,37.58569,127.035752,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
12,1,2,정릉천 제방(래미안허브리츠 106동 옆),서울특별시 동대문구 용두동 696-1,서울특별시 동대문구 용두동 696-1,37.574946,127.034823,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
13,1,2,이문1마을마당(이문초등학교 옆),서울특별시 동대문구 이문2동 357-3,서울특별시 동대문구 이문2동 357-3,37.602745,127.064587,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
14,1,2,홍릉(세종대왕기념관 건너편),서울특별시 동대문구 홍릉로 111(청량리동),서울특별시 동대문구 청량리동 산 1-214,37.590183,127.0422695,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
15,1,2,이문1(외대 뒤편 주택가 골목),서울특별시 동대문구 이문1동257-416,서울특별시 동대문구 이문1동257-416,37.601145,127.060308,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
16,1,2,전곡마을마당,서울특별시 동대문구 전농1동 199-56,서울특별시 동대문구 전농1동 199-56,37.580497,127.05468,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
17,1,2,장안1(미나리어린이 공원),서울특별시 동대문구 천호대로87길 43(장안동),서울특별시 동대문구 장안1동 449,37.563769,127.067958,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
18,1,2,장안2(늘봄어린이 공원),서울특별시 동대문구 장한로26나길 6(장안동),서울특별시 동대문구 장안2동 343,37.571268,127.0725756,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
19,1,2,우산각공원,서울특별시 동대문구 천호대로4길 22(신설동),서울특별시 동대문구 신설동 109-4,37.5735971,127.0243719,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
20,1,2,답십리 현대시장(입구),서울특별시 동대문구 황물로17길 24(답십리동),서울특별시 동대문구 답십리2동 952-2,37.5647411,127.0593735,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
21,1,2,전농1(청량리역 뒤편 주택가 골목),서울특별시 동대문구 전농1동 604-4,서울특별시 동대문구 전농1동 604-4,37.582819,127.050538,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
22,1,2,청량리청과물시장,서울특별시 동대문구 홍릉로1길 68-3(제기동),서울특별시 동대문구 제기동 647-11,37.580126,127.041048,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
23,1,2,신이문역4번출입구,서울특별시 동대문구 이문동 360-4,서울특별시 동대문구 이문2동 360-4,37.600713,127.066603,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
24,1,2,신이문역5번출입구,서울특별시 동대문구 이문동 171-19,서울특별시 동대문구 이문2동 171-19,37.600628,127.066984,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
25,1,2,성북천교(동대문경찰서교통센터 앞),서울특별시 동대문구 청계천로7길 4(용두동),서울특별시 동대문구 용두동 255-47,37.5707918,127.0281453,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
26,1,2,황학교(입구),서울특별시 동대문구 신설동 109-7,서울특별시 동대문구 신설동 109-7,37.572163,127.023559,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
27,1,2,회기(회기역 앞 사거리),서울특별시 동대문구 회기로 176(회기동),서울특별시 동대문구 회기동 81,37.5900707,127.0553692,2,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
28,1,2,신이문역(1번출구),서울특별시 동대문구 이문2동 217-3,서울특별시 동대문구 이문2동 217-3,37.60288,127.067488,3,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
29,1,2,장안1제방(장안래미안1차 앞 제방),서울특별시 동대문구 장안1동 345-3,서울특별시 동대문구 장안1동 345-3,37.564765,127.073296,3,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
30,1,2,제1체육공원(동대문구민회관 앞 제방),서울특별시 동대문구 장안1동 481-5,서울특별시 동대문구 장안1동 481-5,37.566702,127.074649,3,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
31,1,2,장평교(옆 제방),서울특별시 동대문구 장안1동 481-3,서울특별시 동대문구 장안1동 481-3,37.571448,127.077048,3,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
32,1,2,장안2제방(장안래미안2차 앞 제방),서울특별시 동대문구 장안2동 481-2,서울특별시 동대문구 장안2동 481-2,37.575038,127.077025,3,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
33,1,2,장안교(남단 제방),서울특별시 동대문구 장안2동 481-2,서울특별시 동대문구 장안2동 481-2,37.579939,127.076286,3,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
34,1,2,제3체육공원(한국산업인력공단 앞 제방),서울특별시 동대문구 휘경동 49-15,서울특별시 동대문구 휘경동 49-15,37.583969,127.073323,3,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
35,1,2,제4체육공원(입구 제방),서울특별시 동대문구 휘경1동 2-4,서울특별시 동대문구 휘경1동 2-4,37.593203,127.068905,3,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
36,1,2,이문1제방(성북구 경계 제방),서울특별시 동대문구 이문2동 353,서울특별시 동대문구 이문2동 353,37.607245,127.070465,3,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
37,1,2,이문2제방(쌍용아파트 104동 건너편),서울특별시 동대문구 이문2동 98-1,서울특별시 동대문구 이문2동 98-1,37.59792,127.068594,3,Y,N,N,경고등 + 경보음,2016,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
38,1,2,청량리(청량리먹자골목),서울특별시 동대문구 왕산로41길 18(청량리동),서울특별시 동대문구 청량리동 341,37.58123152,127.045307,3,Y,N,N,경고등 + 경보음,2017,2019-05-31,Y,서울특별시 동대문구 청소행정과,02-2127-4737,2019-06-20
