점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자
GS25 봉천번영,서울특별시,관악구,11620,서울특별시 관악구 관악로14가길 45,,37.4764076,126.955539,02-883-2009,관악경찰서,,Y,2019-06-04
GS25 뉴신림로데오,서울특별시,관악구,11620,서울특별시 관악구 봉천로6길 30,,37.488305,126.9254872,02-883-0983,관악경찰서,,Y,2019-06-04
GS25 신림성화,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 1578,,37.4834622,126.9259173,02-867-6865,관악경찰서,,Y,2019-06-04
GS25 신림왕성,서울특별시,관악구,11620,서울특별시 관악구 신림로 304,,37.4813242,126.9302139,02-888-8038,관악경찰서,,Y,2019-06-04
GS25 인헌마루,서울특별시,관악구,11620,서울특별시 관악구 인헌길 141,,37.4695203,126.9685992,02-885-1900,관악경찰서,,Y,2019-06-04
GS25 난곡로점,서울특별시,관악구,11620,서울특별시 관악구 난곡로 288,,37.4795768,126.915164,02-862-3379,관악경찰서,,Y,2019-06-04
미니스톱 봉천남부점,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 1716,,37.4824973,126.9406005,02-889-8829,관악경찰서,,Y,2019-06-04
미니스톱 신림본점,서울특별시,관악구,11620,서울특별시 관악구 신림로 270,,37.4789558,126.9321539,02-3285-1160,관악경찰서,,Y,2019-06-04
미니스톱 관악정옥점,서울특별시,관악구,11620,서울특별시 관악구 관악로 15길 39,,37.4802796,126.9501722,02-872-2002,관악경찰서,,Y,2019-06-04
미니스톱 신림양지점,서울특별시,관악구,11620,서울특별시 관악구 신림로68길 10,,37.4863907,126.9299042,02-6508-1356,관악경찰서,,Y,2019-06-04
미니스톱 신대방역점,서울특별시,관악구,11620,서울특별시 관악구 난곡로 348,,37.4850057,126.9140973,02-4532-1570,관악경찰서,,Y,2019-06-04
미니스톱 보라매점,서울특별시,관악구,11620,서울특별시 관악구 봉천로 214,,37.4896058,126.9252594,02-871-4124,관악경찰서,,Y,2019-06-04
세븐일레븐 관악구청점 B,서울특별시,관악구,11620,서울특별시 관악구 관악로 154,,37.4788977,126.9526427,02-885-4391,관악경찰서,,Y,2019-06-04
세븐일레븐 봉천1호점,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 1766,,37.4816696,126.9460869,02-877-0450,관악경찰서,,Y,2019-06-04
세븐일레븐 봉천해주점,서울특별시,관악구,11620,서울특별시 관악구 봉천로 466,,37.4819856,126.951625,02-877-7873,관악경찰서,,Y,2019-06-04
세븐일레븐 서울대동아점,서울특별시,관악구,11620,서울특별시 관악구 관악로 167,,37.4802762,126.9522232,02-884-5108,관악경찰서,,Y,2019-06-04
세븐일레븐 서울대서진점,서울특별시,관악구,11620,서울특별시 관악구 관악로17길 3,,37.480606,126.9515086,02-871-0297,관악경찰서,,Y,2019-06-04
세븐일레븐 신림점 B,서울특별시,관악구,11620,서울특별시 관악구 호암로24길 6,,37.4698695,126.9335323,02-878-0845,관악경찰서,,Y,2019-06-04
세븐일레븐 신사시장점,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 153길 35,,37.4840205,126.9163085,02-830-6586,관악경찰서,,Y,2019-06-04
세븐일레븐 은천점,서울특별시,관악구,11620,서울특별시 관악구 봉천로 335,,37.4852785,126.9378633,02-871-1785,관악경찰서,,Y,2019-06-04
세븐일레븐 세븐일레븐 신림녹두점,서울특별시,관악구,11620,서울특별시 관악구 신림로97 가동,,37.4702615,126.9386411,02-871-1903,관악경찰서,,Y,2019-06-04
세븐일레븐 관악대학점,서울특별시,관악구,11620,서울특별시 관악구 호암로24길 56,,37.4692607,126.9361614,02-781-7920,관악경찰서,,Y,2019-06-04
세븐일레븐 신림문화점,서울특별시,관악구,11620,서울특별시 관악구 신림동길 15,,37.4870729,126.9270325,02-2025-8967,관악경찰서,,Y,2019-06-04
씨스페이스 구로공단점,서울특별시,관악구,11620,서울특별시 관악구 조원로 6,,37.4833698,126.9027248,02-856-4280,관악경찰서,,Y,2019-06-04
