점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자
GS25 문래LG점,서울특별시,영등포구,11560,서울특별시 영등포구 당산로 34,서울특별시 영등포구 문래동3가 55-5,37.517425,126.8964798,02-2633-4993,영등포경찰서,2017,Y,2019-08-08
GS25 문래공원점,서울특별시,영등포구,11560,서울특별시 영등포구 도림로 441-1,서울특별시 영등포구 문래동2가 15-1,37.51443934,126.893816,02-2633-6262,영등포경찰서,2017,Y,2019-08-08
GS25 문래에이스점,서울특별시,영등포구,11560,서울특별시 영등포구 경인로 775 112호,서울특별시 영등포구 문래동3가 55-20 에이스하이테크시티,37.51474534,126.8975388,02-3439-0084,영등포경찰서,2017,Y,2019-08-08
GS25 신길역점,서울특별시,영등포구,11560,서울특별시 영등포구 경인로114가길 4,서울특별시 영등포구 영등포동1가 79-1,37.51813904,126.913976,02-2631-5124,영등포경찰서,2017,Y,2019-08-08
GS25 양평보보점,서울특별시,영등포구,11560,서울특별시 영등포구 양산로7길 3 105호,서울특별시 영등포구 양평동3가 17-1 우림보보카운티오피스텔,37.5258146,126.887188,02-2677-9525,영등포경찰서,2017,Y,2019-08-08
GS25 양평중앙점,서울특별시,영등포구,11560,서울특별시 영등포구 양평로18길 8,서울특별시 영등포구 양평동4가 161-6,37.537202,126.8971124,02-2633-1247,영등포경찰서,2017,Y,2019-08-08
GS25 한강양화2호점(구.양화무궁화점),서울특별시,영등포구,11560,서울특별시 영등포구 양화동 32-2번지,서울특별시 영등포구 양화동 32-2번지,37.547045,126.89034,02-2068-8907,영등포경찰서,2017,Y,2019-08-08
GS25 한강양화1호점(구.양화진달래점),서울특별시,영등포구,11560,서울특별시 영등포구 양화동 100-5번지,서울특별시 영등포구 양화동 100-5번지,37.542632,126.899763,02-2068-8940,영등포경찰서,2017,Y,2019-08-08
GS25 여의타워점,서울특별시,영등포구,11560,서울특별시 영등포구 63로 36,서울특별시 영등포구 여의도동 61-5 리버타워102,37.5194119,126.9386126,02-761-9377,영등포경찰서,2017,Y,2019-08-08
GS25 영등포경남점,서울특별시,영등포구,11560,서울특별시 영등포구 영중로27길 6,서울특별시 영등포구 영등포동7가 69-9,37.524242,126.904705,02-2068-0578,영등포경찰서,2017,Y,2019-08-08
GS25 영등포로타리점,서울특별시,영등포구,11560,서울특별시 영등포구 영중로 31,서울특별시 영등포구 영등포동4가 65-3번지,37.5190267,126.9048646,02-2678-4595,영등포경찰서,2017,Y,2019-08-08
미니스톱 대림두암점,서울특별시,영등포구,11560,서울특별시 영등포구 대림로29길 24,서울특별시 영등포구 대림동 727-5,37.49501997,126.896868,02-844-2425,영등포경찰서,2017,Y,2019-08-08
미니스톱 신길대신점,서울특별시,영등포구,11560,서울특별시 영등포구 도신로60길 2,서울특별시 영등포구 신길동 115-1,37.5117464,126.9168208,02-845-0550,영등포경찰서,2017,Y,2019-08-08
미니스톱 신길점,서울특별시,영등포구,11560,서울특별시 영등포구 도림로 322,서울특별시 영등포구 신길동 363-5,37.506318,126.9019159,02-831-0601,영등포경찰서,2017,Y,2019-08-08
미니스톱 여의IFC점,서울특별시,영등포구,11560,서울특별시 영등포구 국제금융로2길 7,서울특별시 영등포구 여의도동 24,37.524619,126.926822,02-785-7956,영등포경찰서,2017,Y,2019-08-08
세븐일레븐 당산역본점,서울특별시,영등포구,11560,서울특별시 영등포구 당산로 237,서울특별시 영등포구 당산동6가 306-1 그린빌 101호,37.53491375,126.902264,02-2068-9457,영등포경찰서,2017,Y,2019-08-08
세븐일레븐 대방역점,서울특별시,영등포구,11560,서울특별시 영등포구 영등포로 422,서울특별시 영등포구 신길도 1300 정오빌딩 1층 9호,37.51239081,126.9248101,02-835-2030,영등포경찰서,2017,Y,2019-08-08
