점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자
GS25 중랑지웰,서울특별시,중랑구,11070,서울특별시 중랑구 면목로69길 16 101동 103호,서울특별시 중랑구 면목동 538 101동 103호,37.58725253,127.0863427,02-438-0228,서울중랑경찰서,,Y,2019-09-18
GS25 중화다미소점,서울특별시,중랑구,11070,서울특별시 중랑구 동일로136길 10,서울특별시 중랑구 중화동 286-22,37.6020245,127.0801001,02-2209-4959,서울중랑경찰서,,Y,2019-09-18
GS25 상봉뉴월드점,서울특별시,중랑구,11070,서울특별시 중랑구 망우로30길 3,서울특별시 중랑구 상봉동 130-3,37.5930326,127.0747358,02-432-2745,서울중랑경찰서,,Y,2019-09-18
미니스톱 상봉점,서울특별시,중랑구,11070,서울특별시 중랑구 봉우재로33길 92,서울특별시 중랑구 상봉동(상봉2동) 88-25,37.5956801,127.0901785,02-435-8185,서울중랑경찰서,,Y,2019-09-18
미니스톱 신내점,서울특별시,중랑구,11070,서울특별시 중랑구 신내동(신내1동) 613-71,서울특별시 중랑구 봉화산로 217,37.6077156,127.0967934,02-3423-2748,서울중랑경찰서,,Y,2019-09-18
세븐일레븐 망우2호점,서울특별시,중랑구,11070,서울특별시 중랑구 양원역로 25,서울특별시 중랑구 망우동 183,37.6026793,127.1076358,02-495-1613,서울중랑경찰서,,Y,2019-09-18
세븐일레븐 망우점,서울특별시,중랑구,11070,서울특별시 중랑구 망우로 461,서울특별시 중랑구 망우동 340-22,37.6005635,127.1033339,02-496-0051,서울중랑경찰서,,Y,2019-09-18
세븐일레븐 면목2호점,서울특별시,중랑구,11070,서울특별시 중랑구 면목로42길 14,서울특별시 중랑구 면목동 618-1,37.5797973,127.0887562,02-491-9633,서울중랑경찰서,,Y,2019-09-18
세븐일레븐 면목로데오점,서울특별시,중랑구,11070,서울특별시 중랑구 중랑천로10길 66,서울특별시 중랑구 면목동 185-9,37.5923175,127.0766165,02-432-8973,서울중랑경찰서,,Y,2019-09-18
세븐일레븐 면목한신점,서울특별시,중랑구,11070,서울특별시 중랑구 겸재로3길 5,서울특별시 중랑구 면목동 193-52,37.5861568,127.076345,02-432-7952,서울중랑경찰서,,Y,2019-09-18
세븐일레븐 상봉2점,서울특별시,중랑구,11070,서울특별시 중랑구 망우로50길 25,서울특별시 중랑구 상봉2동 89-7,37.5959385,127.0893362,02-434-7485,서울중랑경찰서,,Y,2019-09-18
