"점포명",시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자
"번동스타점",서울특별시,강북구,11305,서울특별시 강북구 한천로 981,서울특별시 강북구 번동 412-52,37.6366142,127.0315476,02-906-0209,강북경찰서,,Y,2019-05-27
"수유역점",서울특별시,강북구,11305,서울특별시 강북구 오패산로 413,서울특별시 강북구 번동 446-1,37.637423,127.0261484,,강북경찰서,,Y,2019-05-27
"수유사랑점",서울특별시,강북구,11305,서울특별시 강북구 오패산로77길 17,서울특별시 강북구 번동 447-51,37.6367059345,127.0258185,,강북경찰서,,Y,2019-05-27
"수유대한점",서울특별시,강북구,11305,서울특별시 강북구 수유로 79,서울특별시 강북구 수유동 1-60,37.6363575,127.0222761,02-905-1325,강북경찰서,,Y,2019-05-27
"수유점",서울특별시,강북구,11305,서울특별시 강북구 노해로 38,서울특별시 강북구 수유동 223-1,37.6389229188,127.0231039,02-908-9303,강북경찰서,,Y,2019-05-27
"수유인텔리안점",서울특별시,강북구,11305,서울특별시 강북구 도봉로 313,서울특별시 강북구 수유동 230-7,37.6364397380,127.0234734,02-900-7838,강북경찰서,,Y,2019-05-27
"미아래미안점",서울특별시,강북구,11305,서울특별시 강북구 삼양로19길 25,서울특별시 강북구 미아동 813 107동 지하 1층 3-2호,37.6156958562,127.0211397064,02-945-5915,강북경찰서,,Y,2019-05-27
"번동제일점",서울특별시,강북구,11305,서울특별시 강북구 덕릉로40길 18,서울특별시 강북구 번동 526-13,37.6343154400,127.0303588,02-986-9224,강북경찰서,,Y,2019-05-27
"수유2호점",서울특별시,강북구,11305,서울특별시 강북구 삼양로438,서울특별시 강북구 수유동 338-6,37.6425423607,127.0166696,02-995-4166,강북경찰서,,Y,2019-05-27
"수유래미안점",서울특별시,강북구,11305,서울특별시 강북구 한천로159길 8,서울특별시 강북구 수유동 730 수유삼성아파트 가동 112호,37.64445576,127.0186551,02-903-0065,강북경찰서,,Y,2019-05-27
"수유벽산점",서울특별시,강북구,11305,서울특별시 강북구 삼각산로 140,서울특별시 강북구 수유동 36-1,37.6409020992,127.0197237628,02-900-6211,강북경찰서,,Y,2019-05-27
"수유아라점",서울특별시,강북구,11305,서울특별시 강북구 노해로 95-1,서울특별시 강북구 수유동 252-122,37.6442027430,127.0228334,02-900-8063,강북경찰서,,Y,2019-05-27
"수유으뜸점",서울특별시,강북구,11305,서울특별시 강북구 도봉로 282,서울특별시 강북구 미아동 160-11,37.6335367,127.0237327,02-989-5659,강북경찰서,,Y,2019-05-27
"수유점",서울특별시,강북구,11305,서울특별시 강북구 덕릉로 75,서울특별시 강북구 수유동 47-4,37.6348254433,127.0220395,02-999-0614,강북경찰서,,Y,2019-05-27
"수유제일점 B",서울특별시,강북구,11305,서울특별시 강북구 도봉로76길 11,서울특별시 강북구 미아동 162-48,37.6330338247,127.0243686,02-986-3235,강북경찰서,,Y,2019-05-27
"수유테마점",서울특별시,강북구,11305,서울특별시 강북구 도봉로 388,서울특별시 강북구 번동 464-1 1층 1호,37.6413577271,127.0296311461,02-904-1890,강북경찰서,,Y,2019-05-27
"수유빨래골점",서울특별시,강북구,11305,서울특별시 강북구 삼양로73길 36,서울특별시 강북구 수유동 475-3,37.6307018,127.0168589,02-945-6012,강북경찰서,,Y,2019-05-27
"수유본점",서울특별시,강북구,11305,서울특별시 강북구 도봉로77길 25,서울특별시 강북구 수유동 50-1,37.6335535,127.0217384,02-986-3917,강북경찰서,,Y,2019-05-27
"미아성우점",서울특별시,강북구,11305,서울특별시 강북구 삼양로24길 19,서울특별시 강북구 미아동 561-2,37.6174508248,127.0219965038,02-945-1096,강북경찰서,,Y,2019-05-27
"미아3점",서울특별시,강북구,11305,서울특별시 강북구 솔매로 124,서울특별시 강북구 미아동 304-20,37.6260310700,127.0257392,02-989-7904,강북경찰서,,Y,2019-05-27
