점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자
미니스톱 서울역점,서울특별시,용산구,11170,서울특별시 용산구 청파로 395,서울특별시 용산구 서계동 219-1 창성빌딩 1층,37.5548366,126.968776,02-3275-3220,원효지구대,,Y,2019-07-31
미니스톱 용산시티점,서울특별시,용산구,11170,서울특별시 용산구 서빙고로 35,서울특별시 용산구 한강로3가 63-389 102동,37.5250734,126.9689153,02-3785-1175,한강로파출소,,Y,2019-07-31
미니스톱 원효로점,서울특별시,용산구,11170,서울특별시 용산구 원효로53길 8,서울특별시 용산구 원효로2가 80-19,37.535936,126.962105,02-711-3073,원효지구대,,Y,2019-07-31
미니스톱 동부이촌점,서울특별시,용산구,11170,서울특별시 용산구 이촌로 303 현대A 제21동 제104호-나호 제105호-가호,서울특별시 용산구 이촌동 301-160 현대A 제21동 제104호-나호 제105호-가호,37.51868,126.980669,02-749-1371,이촌파출소,,Y,2019-07-31
세븐일레븐 산천점,서울특별시,용산구,11170,서울특별시 용산구 효창원로 18,서울특별시 용산구 산천동 77-4,37.5344094,126.9516519,02-719-8691,원효지구대,,Y,2019-07-31
세븐일레븐 용산만리재점,서울특별시,용산구,11170,서울특별시 용산구 만리재로 164,서울특별시 용산구 서계동237-7,37.55322,126.964747,02-701-5196,원효지구대,,Y,2019-07-31
세븐일레븐 용산아이파크몰점,서울특별시,용산구,11170,서울특별시 용산구 한강대로23길 55 IPark Mall 3층,서울특별시 용산구 한강로3가40-999 IPark Mall 3층 980호,37.529701,126.964382,02-2012-1313,용산역파출소,,Y,2019-07-31
세븐일레븐 용산아크로타워점,서울특별시,용산구,11170,서울특별시 용산구 백범로90길 26 용산아크로타워 103,서울특별시 용산구 문배동 24-21 용산아크로타워 103,37.537093,126.9688,02-711-0703,원효지구대,,Y,2019-07-31
세븐일레븐 용산후암진흥점,서울특별시,용산구,11170,서울특별시 용산구 후암로 29,서울특별시 용산구 후암동105-64,37.548541,126.9775474,02-318-3153,용중지구대,,Y,2019-07-31
세븐일레븐 한남UN점,서울특별시,용산구,11170,서울특별시 용산구 독서당로 86,서울특별시 용산구 한남동 28-11,37.534208,127.010074,02-792-5860,한남파출소,,Y,2019-07-31
세븐일레븐 청파제일점,서울특별시,용산구,11170,서울특별시 용산구 청파로73길 7 1층,서울특별시 용산구 청파로1가 43 1층,37.549856,126.969205,02-701-2817,원효지구대,,Y,2019-07-31
세븐일레븐 보광우사단로점,서울특별시,용산구,11170,서울특별시 용산구 우사단로2길 12,서울특별시 용산구 보광동 238-1,37.530555,126.9973901,02-790-2848,보광파출소,,Y,2019-07-31
세븐일레븐 용산서부이촌점,서울특별시,용산구,11170,서울특별시 용산구 이촌로14길 11-6 101호,서울특별시 용산구 이촌동 206-27 101호,37.527295,126.954221,02-701-0618,용산역파출소,,Y,2019-07-31
세븐일레븐 숙대사랑점,서울특별시,용산구,11170,서울특별시 용산구 청파동2가 청파로 47나길 35,서울특별시 용산구 청파동2가 8-23,37.546397,126.9673825,02-714-5315,원효지구대,,Y,2019-07-31
