점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자
세븐일레븐가락송이점,서울특별시,송파구,11710,서울특별시 송파구 송이로160,서울특별시 송파구 가락동 120,37.492723,127.1248974,02-431-0711,가락지구대,2016,Y,2019-05-31
세븐일레븐가락점,서울특별시,송파구,11710,서울특별시 송파구 송이로111,서울특별시 송파구 가락동 57,37.496688,127.122109,02-401-3002,가락지구대,2014,Y,2019-05-31
세븐일레븐개롱점,서울특별시,송파구,11710,서울특별시 송파구 오금로46길3,서울특별시 송파구 가락동 175-13,37.496642,127.13654,02-449-0711,가락지구대,2016,Y,2019-05-31
세븐일레븐문정공원점,서울특별시,송파구,11710,서울특별시 송파구 문정로4길 10 1층,서울특별시 송파구 문정동 63-8 1층,37.485352,127.1259998,02-400-4205,문정지구대,2016,Y,2019-05-31
세븐일레븐문정하비오2호점,서울특별시,송파구,11710,서울특별시 송파구 송파대로111 하비오길중앙로11동/113114호,서울특별시 송파구 문정동 418,37.4884087,127.119264,02-400-1372,문정지구대,2016,Y,2019-05-31
세븐일레븐석촌3호점,서울특별시,송파구,11710,서울특별시 송파구 백제고분로354,서울특별시 송파구 석촌동 285-4,37.504247,127.105601,02-412-6496,문정지구대,2014,Y,2019-05-31
세븐일레븐석촌불광점,서울특별시,송파구,11710,서울특별시 송파구 백제고분로39길38,서울특별시 송파구 석촌동 182,37.507409,127.103232,02-417-6794,삼전지구대,2014,Y,2019-05-31
세븐일레븐송파4호점,서울특별시,송파구,11710,서울특별시 송파구 백제고분로27길41,서울특별시 송파구 삼전동 22-20,37.506647,127.0938843,02-2203-0518,삼전지구대,2014,Y,2019-05-31
세븐일레븐송파거여점,서울특별시,송파구,11710,서울특별시 송파구 양산로8길5,서울특별시 송파구 거여동 348,37.491931,127.144542,02-431-8880,거여파출소,2014,Y,2019-05-31
세븐일레븐송파구청본점,서울특별시,송파구,11710,서울특별시 송파구 올림픽로32길29,서울특별시 송파구 방이동 70,37.513524,127.109971,02-412-0348,방이지구대,2016,Y,2019-05-31
세븐일레븐송파석촌점,서울특별시,송파구,11710,서울특별시 송파구 백제고분로34길8 101호,서울특별시 송파구 석촌동 211-5 101호,37.501737,127.098566,02-412-1645,삼전지구대,2016,Y,2019-05-31
세븐일레븐송파역점,서울특별시,송파구,11710,서울특별시 송파구 송파대로38길2-9,서울특별시 송파구 송파동 195-6 101호,37.5001123,127.112449,02-412-5417,방이지구대,2016,Y,2019-05-31
세븐일레븐송파점,서울특별시,송파구,11710,서울특별시 송파구 송이로18,서울특별시 송파구 송파동 100-1,37.503324,127.115816,02-419-7033,방이지구대,2014,Y,2019-05-31
세븐일레븐송파중앙점,서울특별시,송파구,11710,서울특별시 송파구 삼전로13길49,서울특별시 송파구 잠실동 231-4,37.50771698,127.084931,02-412-4210,잠실지구대,2016,Y,2019-05-31
세븐일레븐송파초교점,서울특별시,송파구,11710,서울특별시 송파구 백제고분로44길6,서울특별시 송파구 송파동 132-16,37.507293,127.111658,02-422-7097,방이지구대,2014,Y,2019-05-31
세븐일레븐신천본점,서울특별시,송파구,11710,서울특별시 송파구 백제고분로9길30,서울특별시 송파구 잠실동 203,37.509526,127.08241,02-419-3542,잠실지구대,2016,Y,2019-05-31
세븐일레븐신천제일점,서울특별시,송파구,11710,서울특별시 송파구 백제고분로7길 42-25,서울특별시 송파구 잠실동 206,37.509716,127.083995,02-418-5390,잠실지구대,2016,Y,2019-05-31
세븐일레븐오금현대점,서울특별시,송파구,11710,서울특별시 송파구 오금로35길18,서울특별시 송파구 오금동 46-4,37.5044909,127.127372,02-400-1731,오금파출소,2014,Y,2019-05-31
세븐일레븐올림픽점,서울특별시,송파구,11710,서울특별시 송파구 양재대로1222,서울특별시 송파구 방이동 89-11,37.515763,127.1322328,02-401-2282,방이지구대,2014,Y,2019-05-31
세븐일레븐잠실1호점,서울특별시,송파구,11710,서울특별시 송파구 백제고분로127,서울특별시 송파구 잠실동 228-9,37.5064266,127.0814057,02-425-4851,잠실지구대,2016,Y,2019-05-31
세븐일레븐잠실광장점,서울특별시,송파구,11710,서울특별시 송파구 삼전로9길6,서울특별시 송파구 잠실동 245-16 103호,37.506254,127.0887648,02-412-9411,잠실지구대,2016,Y,2019-05-31
세븐일레븐장지대진점,서울특별시,송파구,11710,서울특별시 송파구 충민로2길26,서울특별시 송파구 장지동 841-3 장지택지개발지구 D-2 대진프라자 104호,37.4775068,127.127262,02-403-8767,문정지구대,2014,Y,2019-05-31
세븐일레븐풍납점,서울특별시,송파구,11710,서울특별시 송파구 토성로 40,서울특별시 송파구 풍납동265-7,37.52975,127.114631,02-474-5874,풍납파출소,2016,Y,2019-05-31
세븐일레븐훼미리점,서울특별시,송파구,11710,서울특별시 송파구 중대로24,서울특별시 송파구 문정동 150,37.488584,127.115352,02-448-2116,문정지구대,2014,Y,2019-05-31
씨스페이스잠실점,서울특별시,송파구,11710,서울특별시 송파구 백제고분로12길10,서울특별시 송파구 잠실동 297-3,37.505325,127.080798,02-413-3986,잠실지구대,2014,Y,2019-05-31
