점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자
cu 동작구청점,서울특별시,동작구,11590,서울특별시 동작구 노량진로8길 54,,37.5121963,126.938278,02-823-7889,노량진지구대,2014,Y,2019-07-09
세븐일레븐 노량진역점,서울특별시,동작구,11590,서울특별시 동작구 노량진로14길 4 1층,,37.513322,126.941961,02-812-5794,노량진지구대,2014,Y,2019-07-09
cu  상도삼성점,서울특별시,동작구,11590,서울특별시 동작구 등용로 37 1차 상가,,37.504843,126.933983,02-825-2229,상도지구대,2014,Y,2019-07-09
cu 상도약수점,서울특별시,동작구,11590,서울특별시 동작구 양녕로28길 4,,37.498737,126.9454468,02-812-3377,대방파출소,2016,Y,2019-07-09
세븐일레븐 동작상도점,서울특별시,동작구,11590,서울특별시 동작구 상도로 206,,37.504992,126.9415119,,상도지구대,2014,N,2019-07-09
세븐일레븐 리버파크점,서울특별시,동작구,11590,서울특별시 동작구 만양로 19 201202호,,37.507305,126.945191,02-812-2394,상도지구대,2017,Y,2019-07-09
gs25 상도 약수점,서울특별시,동작구,11590,서울특별시 동작구 장승배기로 1,,37.498939,126.943725,02-822-9022,대방파출소,2014,N,2019-07-09
세븐일레븐 상도한마을점,서울특별시,동작구,11590,서울특별시 동작구 성대로 32,,37.499176,126.933023,02-813-2079,대방파출소,2016,Y,2019-07-09
cu 사당갯마을점,서울특별시,동작구,11590,서울특별시 동작구 동작대로43길 1 환빌딩B,,37.496395,126.982358,02-595-7435,남성지구대,2014,Y,2019-07-09
cu 신대방사랑점,서울특별시,동작구,11590,서울특별시 동작구 여의대방로22카길 34,,37.496883,126.925581,02-823-4678,대방파출소,2017,Y,2019-07-09
gs25 동작우체국,서울특별시,동작구,11590,서울특별시 동작구 여의대방로 22길78,,37.497673,126.924291,02-3280-0196,대방파출소,2016,Y,2019-07-09
gs25 사당로,서울특별시,동작구,11590,서울특별시 동작구 사당로 193,,37.485349,126.969991,,남성지구대,,N,2019-07-09
gs25 동작역점,서울특별시,동작구,11590,서울특별시 동작구 현충로 257431-02호,,37.5034647,126.9799265,080-855-5525,흑석지구대,2017,Y,2019-07-09
미니스톱 대방점,서울특별시,동작구,11590,서울특별시 동작구 상도로 69,,37.499963,126.928375,02-823-8148,노량진지구대,2014,Y,2019-07-09
미니스톱 보라매점,서울특별시,동작구,11590,서울특별시 동작구 여의대방로 140,,37.499478,126.920624,,대방파출소,2014,Y,2019-07-09
세븐일레븐 대방점,서울특별시,동작구,11590,서울특별시 동작구 등용로 119,,37.51177,126.931769,02-815-8373,노량진지구대,2014,Y,2019-07-09
세븐일레븐 보라매점,서울특별시,동작구,11590,서울특별시 동작구 보라매로5가길 16 아카데미 1층,,37.491283,126.9241,02-833-2460,대방파출소,2016,Y,2019-07-09
세븐일레븐 대방성남점,서울특별시,동작구,11590,서울특별시 동작구 대방동길 71,,37.504457,126.925178,02-812-7573,노량진지구대,2017,Y,2019-07-09
cu 상도역점,서울특별시,동작구,11590,서울특별시 동작구 상도동 750번지,,37.505014,126.94192,02-824-6291,상도지구대,,Y,2019-07-09
세븐일레븐 신대방삼거리점,서울특별시,동작구,11590,서울특별시 동작구 보라매로 113 코스모빌딩 104,,37.499472,126.927896,02-812-7540,노량진지구대,,Y,2019-07-09
세븐일레븐 동작대리점,서울특별시,동작구,11590,서울특별시 동작구 사당로 56,,37.494583,126.960557,,상도지구대,,Y,2019-07-09
미니스톱 사당로점,서울특별시,동작구,11590,서울특별시 동작구 사당로14길 30,,37.483025,126.971131,,사당지구대,,Y,2019-07-09
