"점포명",시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자
"세븐일레븐 길동4호점",서울특별시,강동구,32400,서울특별시 강동구 명일로210,서울특별시 강동구 길동 142-2,37.537263,127.1460832,02-484-8315,길동지구대,,Y,2019-11-23
"미니스톱 명일스타점",서울특별시,강동구,32400,서울특별시 강동구 고덕로38길 64,서울특별시 강동구 명일동 312-140,37.5517025961,127.142414,02-427-3120,명일지구대,,Y,2019-11-23
"세븐일레븐 명일삼익점",서울특별시,강동구,32400,서울특별시 강동구 양재대로128길 47,서울특별시 강동구 명일동 350-4,37.5445089408,127.1454636,02-426-7814,명일지구대,,Y,2019-11-23
"세븐일레븐 명일점",서울특별시,강동구,32400,서울특별시 강동구 양재대로1655,서울특별시 강동구 명일동 306-5,37.5533158,127.1439183,02-441-9623,명일지구대,,Y,2019-11-23
"세븐일레븐 강동고덕점",서울특별시,강동구,32400,서울특별시 강동구 동남로75길 13-25,서울특별시 강동구 명일동 47-16,37.5530312,127.1554565,02-426-1746,명일지구대,,Y,2019-11-23
GS25 고덕,서울특별시,강동구,32400,서울특별시 강동구 동남로81길 44,서울특별시 강동구 고덕동 503,37.5600198180,127.1545091351,02-429-4153,고덕지구대,,Y,2019-11-23
"세븐일레븐 고덕광문점",서울특별시,강동구,32400,서울특별시 강동구 동남로81길 10,서울특별시 강동구 고덕동 501-4,37.5606516,127.1561175,02-442-7172,고덕지구대,,Y,2019-11-23
"씨스페이스 강동상일점",서울특별시,강동구,32400,서울특별시 강동구 천호대로1469,서울특별시 강동구 상일동 437-8,37.5464168034,127.1713146744,02-426-4935,상일지구대,,Y,2019-11-23
CU 강일5단지점,서울특별시,강동구,32400,서울특별시 강동구 아리수로97길 20,서울특별시 강동구 강일동 670,37.5685135487,127.1781387384,02-428-1186,강일지구대,,Y,2019-11-23
GS25 성내한빛,서울특별시,강동구,32400,서울특별시 강동구 천호대로168길 25,서울특별시 강동구 성내동 196-8,37.53468848,127.1328468,02-488-3969,성내지구대,,Y,2019-11-23
"미니스톱 길동현대점",서울특별시,강동구,32400,서울특별시 강동구 명일로200-34,서울특별시 강동구 길동 470-1,37.53694861,127.1476683,,길동지구대,,Y,2019-11-23
