점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자
GS25 화곡으뜸,서울특별시,강서구,11523,서울특별시 강서구 우장산로 125,,37.553226,126.8499729,02-2694-2526,강서경찰서,,Y,2019-05-29
CU 화곡보리점,서울특별시,강서구,11524,서울특별시 강서구 화곡로51길,,37.550585,126.845122,02-2698-7742,강서경찰서,,Y,2019-05-29
GS25 화곡비전,서울특별시,강서구,11525,서울특별시 강서구 강서로18바길 2 101호,,37.5359807,126.8524271,02-2604-7912,강서경찰서,,Y,2019-05-29
CU 발산샘물,서울특별시,강서구,11526,서울특별시 강서구 강서로48길 2,,37.552512,126.835588,,강서경찰서,,Y,2019-05-29
CU 가양오피스점,서울특별시,강서구,11527,서울특별시 강서구 강서로74길 28,,37.567048,126.8424254,02-2659-8333,강서경찰서,,Y,2019-05-29
GS25 강서자이타워점,서울특별시,강서구,11528,서울특별시 강서구 양천로 401 A동 103호,,37.5653152,126.8480309,02-2638-5100,강서경찰서,,Y,2019-05-29
GS25 발산1단지,서울특별시,강서구,11529,서울특별시 강서구 강서로47길 108 102호,,37.554323,126.8300338,02-2667-7377,강서경찰서,,Y,2019-05-29
세븐일레븐 공항점,서울특별시,강서구,11530,서울특별시 강서구 방화대로6나길 1,,37.554999,126.8168189,02-2661-3686,강서경찰서,,Y,2019-05-29
GS25 공항소담,서울특별시,강서구,11531,서울특별시 강서구 방화대로6라길 26,,37.556107,126.8184991,02-2663-8942,강서경찰서,,Y,2019-05-29
GS25 강서방화,서울특별시,강서구,11532,서울특별시 강서구 양천로14길 16,,37.572416,126.8100026,02-2661-8986,강서경찰서,,Y,2019-05-29
GS25 방화대림점,서울특별시,강서구,11533,서울특별시 강서구 양천로6길 57 상가동 101호,,37.5701349,126.8081949,02-2664-2468,강서경찰서,,Y,2019-05-29
세븐일레븐 방화점,서울특별시,강서구,11534,서울특별시 강서구 금낭화로 146,,37.578156,126.8132929,02-2664-5321,강서경찰서,,Y,2019-05-29
세븐일레븐 방화삼익점,서울특별시,강서구,11535,서울특별시 강서구 방화대로47가길 22 105106호,,37.576873,126.812374,02-2665-8662,강서경찰서,,Y,2019-05-29
