지방청,관서,검거건수(2017년)
경북,경북울진경찰서,1234 
경북,경북봉화경찰서,468 
경북,경북예천경찰서,648 
경북,경북성주경찰서,984 
경북,경북청송경찰서,596 
경북,경북영양경찰서,328 
경북,경북군위경찰서,423 
경북,경북고령경찰서,683 
경북,경북울릉경찰서,195 
경남,경남지방경찰청,2102 
경남,경남창원중부경찰서,7104 
경남,경남창원서부경찰서,5397 
경남,경남마산중부경찰서,4093 
경남,경남마산동부경찰서,5457 
경남,경남진주경찰서,8756 
경남,경남김해중부경찰서,9897 
경남,경남김해서부경찰서,5466 
경남,경남거제경찰서,7746 
경남,경남양산경찰서,7428 
경남,경남진해경찰서,4498 
경남,경남통영경찰서,4070 
경남,경남사천경찰서,2871 
경남,경남밀양경찰서,2569 
경남,경남거창경찰서,1256 
경남,경남합천경찰서,1011 
경남,경남창녕경찰서,1474 
경남,경남고성경찰서,1545 
경남,경남하동경찰서,888 
경남,경남남해경찰서,764 
경남,경남함양경찰서,867 
경남,경남산청경찰서,769 
경남,경남함안경찰서,1599 
경남,경남의령경찰서,580 
제주,제주지방경찰청,775 
제주,제주동부경찰서,10258 
제주,제주서부경찰서,8134 
제주,제주서귀포경찰서,6643 
